indicator,sheet,"Chart SF1.1.A. Average size of households by household type, 2024a","Data for Chart SF1.1.A. Average size of households by household type, 2024a",Unnamed: 13,Unnamed: 14,Unnamed: 15,"Table SF1.1.A. Types of household, 2021a",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 10,Unnamed: 12,"Table SF1.1.B. Households by number of children, 2024a",Unnamed: 5,"Chart SF1.2.A. Living arrangements of children, 2023a",Unnamed: 11,Unnamed: 16,Unnamed: 17,"Chart SF1.2.B. Trends in the living arrangements of children, 2005 to 2023","Chart SF1.2.C. Trends in children living with cohabiting parents, 2007 and 2023a",Distribution of children by the presence and marital status of parents,Unnamed: 1,Unnamed: 9,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 0,Table SF1.3.A. Living arrangements of children by age,Table SF1.3.B. Living arrangements of children by relative income poverty status,Table SF1.3.C: Living arrangements of children by mother's level of educational attainment,"Table SF1.3.D: Living arrangements of young adolescents, 2013-14","Chart SF1.4.A. Child and young adult population, 2023","Data for Chart SF1.4.A. Child and young adult population, 2023","Chart SF1.4.B. Age distribution of children and young adults, 2023","Data for Chart SF1.4.B. Age distribution of children and young adults, 2023","Chart SF1.4.C. Trends in the child population, selected OECD countries","Data for Chart SF1.4.C. Trends in child population, selected OECD countries","Chart SF1.4.D. Youth dependency ratio, 1990 and 2023","Data for Chart SF1.4.A. Youth dependency ratio, 1990 and 2023","Chart SF1.4.E. Estimated (1960-2023) and projected (2024-2060) youth dependency ratios, selected OECD countries","Data for Chart SF1.4.E. Estimated (1960-2023) and projected (2024-2060) youth dependency ratios, selected OECD countries",Child and youth population,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Age distribution of children and young people,Unnamed: 36,Unnamed: 37,Youth dependency ratio,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,"Chart SF1.5.A. Children in overcrowded households, 2017","Chart SF1.5.B. Children in households that lack basic facilities, 2017","Chart SF1.5.C. Children living in areas with environmental problems, 2017","Table SF1.5.A. Children in overcrowded households, 2017","Table SF1.5.B. Children in households that lack basic facilities, 2017","Table SF1.5.C. Children living in areas with environmental problems, 2017"
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,203.3215,209.222,219.4085,,183.4295,185.465,188.171,201.8575,207.385,209.1365,202.3605,201.765,,194.218,,200.525,223.218,220.3715,,,,,205.8565,217.5715,218.7895,216.8385,210.7645,200.564,194.07,199.042,203.3525,203.8745,,,,,,,,,,,,,,,,,,953.1409999999998,1025.2635,1056.935,1084.3355,1000.903,,18.613933817627615,20.0224173911617,19.546680081818888,,,,,,,,,,,,,,,,,,,,,,,,Romania,20.640931551086613,21.17603715830517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.. Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sources: United Nations Population Division World Population Prospects 2024, https://population.un.org/wpp/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estimated (1960-2023) and projected (2024-2060) number of children and young people (aged 0-19) per one hundred people of working age (aged 20-64),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,1971.0,1972.0,1973.0,,1960.0,1961.0,1962.0,1964.0,1965.0,1966.0,1968.0,1970.0,,1963.0,,1969.0,1974.0,1975.0,,,,Note,1967.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,,,,,,,,,,,,,,,,,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,,1994.0,1995.0,Country,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0,2051.0,2052.0,2053.0,2054.0,2055.0,2056.0,2057.0,2058.0,2059.0,2060.0,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,68.98579200155234,68.47805142235033,67.87900753138041,,70.04800733400177,71.06477880286063,71.94320989561898,72.86015484760638,72.88841487628595,72.55398910579514,70.75959992094523,69.59184843863393,,72.59533566548329,,70.17095322923721,67.10037105385584,66.22534977221346,,,,,71.66097383201611,65.29372039375153,64.30873485682031,63.209061511432786,61.993172450503096,60.72810533972455,59.454941562057364,58.20550786293469,57.028955998149385,55.97801219758222,,,,,,,,,,,,,,,,,55.090185126599536,54.347380394390555,53.67641629387483,52.99647384311007,52.270991453746596,51.472044460452224,50.583409094452946,49.72607565770687,49.02318879073172,47.53883530655029,47.093423903900366,46.702188493807306,46.401586938584224,46.14581644593103,45.840001121607635,45.40601052044733,44.908168505696224,44.42793076141105,43.978164271169796,43.60052948868769,43.30945853316104,43.009720748155395,42.65053338068552,42.281595205136945,42.01087911818528,41.91272034546547,41.889367199830176,41.8414933598484,41.7947064898318,41.749875416472904,41.64028421300868,41.46719115625293,41.25733495068782,,48.45356320287056,47.97718495486449,Australia,41.10199585078238,41.01918265966687,40.974767211974495,40.96062277751949,40.99603789765616,41.03972632424086,40.96764446192548,40.791387090554984,40.561938297277685,40.30355005495665,40.01843743083447,39.72029115619338,39.41512592903893,39.1200398689206,38.862680904306345,38.647443086482056,38.474880367594835,38.35500780993435,38.26988978255505,38.19839450152349,38.130125546216895,38.03710657240816,37.929425208300394,37.83177747572555,37.745702399582065,37.687935970928,37.6719359085644,37.69357344807493,37.74604697466082,37.82385065932399,37.920390863798296,38.030803855834414,38.14895010544466,38.271302198092975,38.39696524752258,38.52086033738637,38.63237136797706,38.72063061515949,38.786226415274015,38.83281850468518,38.855802585332505,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,57.083733254429404,57.31265444714041,57.25215381953045,,51.663429844687705,51.145889483645036,51.278070903252,52.39157018825155,53.46386915106744,54.68020070361612,55.61402153368661,56.67764577290979,,51.79410363814151,,56.19471044454058,57.17393095592958,57.05134805595091,,,,,55.229661137139296,56.55720645121141,55.74948921900251,54.80612034923267,53.73509953553614,52.50325321491898,51.07114120408362,49.4751972169453,47.765675326049035,46.15283196401395,,,,,,,,,,,,,,,,,44.807170978426925,43.639220097969606,42.53037962906381,41.46176791595579,40.526161064523166,39.8021065524284,39.2882573925824,38.96054000021246,38.75298588160369,38.38267992594294,38.305051638373364,38.17235981058507,37.954018966015944,37.57793946610096,36.99472393581271,36.411021836242604,35.97089546548738,35.68601929428187,35.506691042694236,35.2876540572634,34.98218689917733,34.608243543684246,34.21466255757386,33.73941599433345,33.199837065103836,32.736604270846506,32.315612740243665,31.919680361354985,31.743352603533044,31.68883976601007,31.576528863970633,31.45233602082966,31.377064420429292,,38.57915505644202,38.45110119229342,Austria,31.341638242847935,31.3835979979033,31.467947545540177,31.48342587876068,31.525379059844038,31.618947248584213,31.718197480041866,31.835712125233567,31.956169578609302,32.07242572299723,32.15921912032222,32.205812909193476,32.2341557011814,32.24227832329925,32.20192736731256,32.07445906331334,31.856181641686614,31.576152850343615,31.294850107455485,31.06234321905017,30.86105655064272,30.62006370708617,30.399634217586236,30.319904358661653,30.343647106383397,30.413933547066918,30.539433966642125,30.703287879177548,30.88780157656717,31.091732425499735,31.322217007119797,31.576255555175493,31.84836000441184,32.13682520927848,32.436096006017245,32.737444481145296,33.03851762682993,33.322866748943724,33.57302905255662,33.77868214979106,33.92873161515947,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,56.00307885116169,55.823743824417036,55.45389930429583,,50.927956910341564,52.262942910364416,53.67074314785489,55.56260329213296,56.28407914747853,56.60998373642965,56.39459201812465,56.11186294528709,,54.73819111960198,,56.23904572389857,54.90007743729569,54.16446914271883,,,,,56.54929462814877,53.33828123092941,52.468472198393066,51.55110406818992,50.580831502565104,49.54510435762811,48.41480269144638,47.19083975827429,45.89387835567594,44.649118797463814,,,,,,,,,,,,,,,,,43.63981038180597,42.867883770170856,42.24885937874019,41.75654766063174,41.355293000003925,41.00777788399324,40.69956765542961,40.43193794736127,40.22290604533632,40.035520164730436,39.9927007089272,39.892064190419404,39.735029445773925,39.525491089737685,39.27356711275095,39.02850793529372,38.856249476561835,38.76549086865904,38.72334358677641,38.62783145440249,38.473240476553634,38.348019346938784,38.250798212054356,38.16379847105778,38.09393685959769,38.02873039342483,37.997314783074955,38.044800980847036,38.140641437511796,38.221428098716245,38.246857906889225,38.25689964589617,38.26377535397691,,40.08257189245425,40.038771312087135,Belgium,38.213753682520846,38.171443549055425,38.15302238240834,38.01531370700061,37.82880479704298,37.63953115547265,37.35656408701978,36.99987167933118,36.59107973499802,36.16305116761697,35.71906612734775,35.26376569485621,34.82801567101965,34.43125819531173,34.07717286023716,33.775312420473405,33.53019520803719,33.327321200139465,33.163625499154946,33.02413471478909,32.92774341854371,32.83725144416829,32.769025982204894,32.87886499748556,33.124356015635506,33.380435107571046,33.63979854798213,33.89248704713439,34.13164989203096,34.35306154548033,34.55800966018743,34.74791782592484,34.91820919383534,35.06515702825534,35.18541661678917,35.273851615594054,35.32750390853386,35.33543613428986,35.28687924595049,35.17854346301831,35.02452285267946,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,74.22172293207532,72.21800686082724,70.16752618700508,,81.4276358313153,82.70641775846708,83.80197256458892,84.90238989521951,84.60023337365071,83.66282133364608,80.45957539098872,76.4528722043245,,84.60117429005359,,78.61004542591442,67.99523370774287,65.87159901126172,,,,,82.20024281167717,63.87458131082663,61.938833372973455,60.02408641137544,58.12734822023216,56.24564371410874,54.41033247563078,52.654563519567574,50.98190336964977,49.44436749474961,,,,,,,,,,,,,,,,,48.14829348499371,47.172384529652746,46.5133653845292,46.04886976811352,45.68145229256931,45.41295803456689,45.242065693867154,45.15188954670778,45.05754931843234,44.34819710572147,43.95989295461701,43.521310888145806,43.0011847200365,42.38675348574452,41.72554232776772,41.049395367378175,40.38124092684754,39.74325239173183,39.15316112262123,38.62670868653551,38.18336796594371,37.796605634707625,37.39299821134646,36.97208106724727,36.58989673883959,36.25564952927928,35.97640498234196,35.79123365582678,35.726249659865516,35.73350813864871,35.71913060344906,35.63640128262273,35.49614925583487,,44.889381436545,44.65728889229237,Canada,35.293879451371986,35.04514899031098,34.82157207876467,34.62453767273712,34.53413360937792,34.54065904438247,34.50468694705848,34.4145783824488,34.2929226964796,34.16331390819993,34.030612899666096,33.885632480786185,33.71719334894761,33.537733606602025,33.36672615951542,33.20791246797042,33.059600607068845,32.922035471524815,32.798865850955764,32.69436870484851,32.60988097445656,32.519790165876664,32.44609015354901,32.40630107584043,32.36738533368113,32.34434561214258,32.345107971105676,32.36189300489728,32.39064846013974,32.42569466421493,32.46691706784058,32.511193637836286,32.55504239300489,32.601887830660466,32.662698156707414,32.738700686143495,32.816678934356595,32.88979743708488,32.960139101961445,33.03107900788584,33.103843875843836,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,101.18912131675155,99.84814351169946,98.39392124608493,,104.49343494638121,104.89106505112443,105.21852447701092,105.56147385303676,105.58024614766776,105.45729709275224,104.41733117461803,102.42495721563918,,105.44908339272565,,103.51155804328633,96.8273753109271,95.14817538207252,,,,,105.08376056333373,93.36359972740473,91.5281100451236,89.68010640235401,87.81555561654172,85.95657104278182,84.13541157342151,82.36249348132444,80.64480413378689,79.01219825872539,,,,,,,,,,,,,,,,,77.48546193020896,76.06664627984621,74.75024373209965,73.54319590633406,72.46238607892522,71.48963245594334,70.61648121092874,69.78719421835979,68.9545547677669,66.43325597722102,65.50479035058285,64.50062386962885,63.442796943053956,62.360079002134725,61.26342268860687,60.1147593382734,58.89414277155599,57.61180842227031,56.2850519153468,54.92429151183548,53.56424024927422,52.24594713270133,50.96384971344941,49.70353050787632,48.471033050056924,47.32704302136262,46.29525820886947,45.34550542227501,44.44069204758843,43.53307921617313,42.576224061813804,41.616184837376245,40.71228188874141,,68.12120635814235,67.28824940202752,Chile,39.847943826588114,38.96765388030063,38.175625821062525,37.48562598428227,36.82359869924493,36.21625628179141,35.636831224245135,35.05145223843183,34.42247179488976,33.76186690640054,33.09020396164656,32.42259844862365,31.76528759109976,31.10752611229876,30.438394656327343,29.77398102747885,29.138549027845016,28.584198676444984,28.083623286459485,27.637808084124256,27.33301126016139,27.194522726551853,27.08017073248009,26.96376551988098,26.928909666399104,26.923786857289667,26.938384684673828,26.968282748489813,27.009591720445048,27.062315452301306,27.129180818404354,27.20881232803381,27.29767255161011,27.396748062404157,27.506263836984218,27.620918618060468,27.73843551287595,27.851722895962105,27.95582736400893,28.049612952706237,28.13522894237868,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,141.59435508698746,139.72467085008512,137.55053796305572,,141.44660452229238,142.79158749381048,143.96226074096055,145.64460584356885,146.0491894604184,146.16541172150022,145.59019746977862,143.22448701638243,,144.9293049832705,,144.67042583453517,135.2044833244532,132.7647419868105,,,,,146.00738736323876,130.30458871660463,127.70501419500341,124.88796740368291,121.97676015611589,118.98941249066004,115.99218124150627,113.0258373236666,110.01915877692858,107.01472771885925,,,,,,,,,,,,,,,,,104.1268374117035,101.44920645230073,99.00514271324198,96.77240091041503,94.77045742859792,92.99055704101671,91.47568146156084,90.16906349777875,88.98751971843409,85.42019177735266,84.07582833742046,82.73705069779868,81.37765014643928,79.94419833509897,78.43973225796519,76.88791860061222,75.34596764525078,73.8530710866394,72.40405900153166,70.93623366797782,69.43437871896896,67.93707388299465,66.41299617186701,64.81705716690868,63.14468791708442,61.42689619377821,59.68283113884427,57.9639212141672,56.33459535797467,54.76949616739668,53.15041650826865,51.49122764188725,49.95646240430062,,87.86523528014266,86.69282889224112,Colombia,48.63644997565334,47.506276445033656,46.449160213184044,45.41958098202415,44.50208152008196,43.7210459492507,43.034767966212016,42.409438635832764,41.81916300508471,41.26920342632303,40.787788235836565,40.3749640929626,39.99015871137002,39.6080579870297,39.22911042229489,38.86458819319144,38.53137572802416,38.19387352619551,37.81033640164985,37.38311271130945,36.93273448151415,36.48271290615235,36.044208071337415,35.62286486580997,35.22155886973378,34.851212831431106,34.520873112591964,34.22935423902139,33.968503748901256,33.73045585334402,33.51558275439268,33.32941766450945,33.175659888042965,33.05407586935152,32.96633061867126,32.91487097358786,32.89679333884711,32.9096273770765,32.951513627928506,33.015743425026905,33.09127694958296,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,130.95517190362926,128.27605324885002,125.4327342087888,,137.35532724877214,138.51086410298294,139.51422384518207,140.72533575111916,140.72791963787245,140.20828020513224,137.61374206547057,133.39985768205383,,140.28407912258513,,135.60226480540015,122.51555962956411,119.59468832158599,,,,,139.1951411477292,116.69805631921339,113.81954227036235,110.95119722454542,108.14491908292274,105.41251098423187,102.78275648152761,100.34214795037637,98.14914181228339,96.2441813204089,,,,,,,,,,,,,,,,,94.64072578973244,93.29463381659394,92.14430827685504,91.22072596081813,90.41271389162497,89.56585111324998,88.67113175341282,87.73277720155657,86.75877069929902,83.15606643794494,81.64109170354288,80.01739864385087,78.32853041417425,76.62966159622309,74.89318765061871,73.01092831498795,70.99313721848429,68.9032592424936,66.81375860811865,64.74185442188526,62.75072660665232,60.94257241864314,59.282348516775706,57.659267771442,56.13612938006577,54.7640975954127,53.43146005966308,52.162524059569584,50.99589332256171,49.899100721952756,48.861700526711815,47.880203200688435,46.86909433026295,,85.69872233113446,84.50732166241605,Costa Rica,45.75083007266087,44.600247027771786,43.550589496265715,42.61999975951636,41.75451481863517,40.88696618175066,40.054663384116715,39.251563785476925,38.378853486678736,37.476926688137155,36.670280744724906,35.89845276332637,35.085568992757146,34.32588387074699,33.586876461415585,32.822286254449075,32.08958765558004,31.41393484182674,30.76588849996758,30.206294366988796,29.84623463855135,29.67961756723864,29.60727788006028,29.562776970744537,29.54341544449542,29.547203727049904,29.565770991946305,29.596301524188622,29.638479087670106,29.690341025825408,29.747503059505124,29.802017474860236,29.84421529355945,29.869818197297356,29.87958934270764,29.875616487111696,29.85368032751634,29.81424278941026,29.76336212839404,29.705574562900388,29.64471922225228,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,50.72661370859867,50.22786503433028,50.071289329611126,,57.81558758028936,57.66195065137837,57.40039538217926,56.64655879290926,56.32313741131148,55.569869777880996,53.120044103133615,51.42303024806068,,57.03250632764379,,52.19492153437228,50.2843125995683,50.64854141378874,,,,,54.32013814483879,51.008172351919775,51.40552915234085,51.95635037069486,52.685880110043925,53.24980083515268,53.35514096767503,53.146479096060396,52.66753529410872,52.07004154062575,,,,,,,,,,,,,,,,,51.7052119919829,51.59577032001283,51.56521998161144,51.549339764533386,51.4412719202039,51.14842033634848,50.6946607348941,49.9564547860808,48.80739238698551,43.45915635323959,41.6494740451267,39.92119788180361,38.287526354363,36.89669361222173,35.80446261001024,34.88684366297607,34.07044655105348,33.33621907112403,32.69004651730007,32.139694458936106,31.729625234715837,31.46903890637428,31.31251541425118,31.192157418724896,31.053358580382767,31.020090294886387,31.073118106703866,31.238055573434703,31.65460890191037,32.25206965977798,32.92938868913956,33.60768205810179,34.26769646280504,,47.227171804439585,45.35574238057793,Czechia,34.87014815831782,35.429868669289924,35.72140287286369,35.69598172216693,35.60524846864346,35.42100626862207,35.158000728427645,34.787367790370084,34.29759182070228,33.81383247904194,33.35403697489921,32.96629204739097,32.65362962593786,32.36662404734737,32.09659536629425,31.830183093683534,31.574130814752856,31.337198163674586,31.17572325767512,31.13024920825655,31.17651699567351,31.204281981217676,31.340107618352107,31.760988051780487,32.31984020043032,32.86597481859805,33.37405113238241,33.878203982751394,34.39160320201971,34.90505067146045,35.412553074271194,35.892395601373295,36.32672668625408,36.71844921883643,37.05075271194891,37.31944651653474,37.53012502057463,37.64664262990808,37.671060529098256,37.585295990682425,37.36027474906341,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,53.82153391808102,53.632467711456876,53.3141879512718,,59.994353439517326,60.04724752807243,59.8294521046527,58.75152143302797,57.956418605391626,57.14965381028978,55.577197189293074,54.25308015126994,,59.369706196222424,,54.92180294562019,52.98440663957332,52.72936990683549,,,,,56.34223904369927,52.3793229832801,51.878967977996446,51.34730257404363,50.79115928029656,50.10471569807784,49.221529570420834,48.21153682306781,47.02884001503355,45.69518015463248,,,,,,,,,,,,,,,,,44.38046090426881,43.07990319400751,41.919889096132174,41.10555805501838,40.589836298581474,40.2094579149681,39.78111739160394,39.316540159393895,38.95005336118441,38.366072336727754,38.37872451308512,38.408307840927385,38.46718580546627,38.65178547477314,38.984126384947686,39.37634629504929,39.78970201820509,40.19493153008271,40.49815026365594,40.72071403575309,40.90931007323051,41.063516994944536,41.17976731322532,41.24861894973359,41.22737601087129,41.03882627354707,40.67871951642672,40.208745305270824,39.71157393129055,39.346243776040396,39.059036276006914,38.77687093033627,38.55831226253614,,38.68152965976,38.47231931089388,Denmark,38.35482027454608,38.14990374973067,37.94287633451709,37.67925735908989,37.44574637328471,37.28593468795313,37.092165716491955,36.88824325725818,36.71368141668721,36.595350926771296,36.53291346472536,36.574390697924116,36.70949832995495,36.85456984412184,36.98693117893654,37.07248892655888,37.092711455394515,37.07648062202363,37.051126862672355,37.00271385825894,36.9565681513512,36.831077281163836,36.71347244151347,36.701127376534245,36.67168581104606,36.597924402380535,36.48532254124274,36.34602353696312,36.196806671145204,36.04620380686276,35.914707871446666,35.80607472278134,35.71506523081783,35.6473669097354,35.60970173499482,35.597111076998594,35.597991091540884,35.61715168807833,35.65068818484248,35.69666537634389,35.75827868826124,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,50.324227655595145,50.445808451502764,50.54333955371182,,50.13105044942899,50.038960871035776,49.99058481734546,51.104212730829566,51.703869415875594,51.864820713609916,51.179883004381885,50.23482777525297,,50.43845014214593,,50.56384123595768,50.42290862806438,50.07542303333463,,,,,51.58573489692222,49.73168680554232,49.515828128136405,49.272349272349274,49.00764944140398,48.794316197765646,48.60364920004448,48.4002565501229,48.33380165164603,48.40696016943377,,,,,,,,,,,,,,,,,48.49305342223575,48.721260303476775,49.13352224863558,49.540619714286024,49.59454630418649,49.37464281832085,49.092429159571424,48.67896498810506,48.100776942073274,46.3453870944232,45.65737209020042,44.89589170235945,43.19059160429859,41.506050297003746,40.67758085451272,39.89432047706069,39.094737223675544,38.28153919908731,37.578802326573914,36.97934553304224,36.35071265046894,35.57124873345819,34.743477649446966,34.06755578322143,33.69604930819208,33.48916250982252,33.42737339245955,33.62778667538813,33.97720826001105,34.415595085960305,34.865173723971274,35.29707442437092,35.79099407112983,,47.49287952478018,46.94571273525105,Estonia,36.26061049684735,36.6701104326763,36.945144853727705,37.02873617843678,36.98302081700925,36.79889537202784,36.50690403357053,36.05956251307579,35.422729920937726,34.71189211279117,33.95514388274046,33.23019030226301,32.62326452561106,32.09927234361914,31.63551906665226,31.173372685400174,30.70758352219261,30.294565645510414,29.86285229356833,29.41539498889839,29.10002683816586,28.90092320018886,28.897135534176847,29.140049283520387,29.48850687608281,29.884662169385944,30.31811004540102,30.787204057759205,31.30119508075575,31.849851535842927,32.40390856452473,32.95227755988262,33.51249034893278,34.076044971778536,34.59932058483397,35.034701684510416,35.31590332753043,35.45316152103432,35.44703074114839,35.289837828671146,35.03286911549366,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,57.71375631343282,56.03996651084078,54.37226501405055,,70.89672905345196,70.63491260021715,70.4294515282334,70.48842051148148,69.51803613446668,67.64651294087251,63.37640592652103,59.441968882404225,,70.71421098275582,,61.338415743888156,52.928299994002735,51.73559448202757,,,,,65.51067417008534,50.67583724350043,49.764698886855,49.00045712422794,48.21180102905067,47.374253573119404,46.544483256998376,45.779060008320585,45.062101840815735,44.29442195709758,,,,,,,,,,,,,,,,,43.58930034196802,42.9596150581374,42.29997394271835,41.78078466686531,41.516842702946235,41.446723460959745,41.50360570802578,41.68166919729245,41.97990111372669,41.949370135990826,41.63580527591115,41.27366237198801,40.91688996286585,40.59719951392221,40.25291274799881,39.828745791252466,39.37160115495706,39.00020852386242,38.689439059048325,38.54025294615233,38.4459068385409,38.24267419429284,38.07272804774216,37.97449581358429,37.9553824009571,37.94314835033423,37.92656866986109,37.9009501862531,37.83600599725862,37.772181081977635,37.719990779783636,37.64505555169979,37.47157425671413,,42.18936553401434,42.16198030068401,Finland,37.2577493545774,37.11513380059132,36.94541938302456,36.636373749301946,36.31094018017897,36.00840165193134,35.620133146530556,35.165619099375625,34.6823729291865,34.1541257035771,33.57888118816346,33.00347708105751,32.45641372843483,31.94317217241378,31.454013464141145,31.01154282805348,30.66552960603306,30.42345736189414,30.296820213448765,30.30630208064709,30.398015409295787,30.440784113761705,30.527541830731685,30.74044527529206,30.970093797750632,31.192502045807753,31.419482343849158,31.660671334322494,31.914134142879725,32.15300859638095,32.35776686941064,32.51968864341848,32.63938725054311,32.74423672471687,32.83458381145732,32.89807817496376,32.92894094730972,32.92291045138895,32.874814211750795,32.78273338559001,32.653655582893556,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,YouthDependencyRatio,,,60.505153106416984,60.15202209425466,59.7648200555956,,58.474187016366805,59.59206013016273,60.633277832099644,62.50944908835777,63.44694871110362,63.73558214757898,62.51954872661337,60.99699828103118,,61.52833942741265,,61.719942387608185,59.24698091584998,58.60763299266245,,,,,63.25687745585802,57.86075229478841,57.054507929620776,56.30414305135139,55.54065564503476,54.715958647645046,53.744447634594714,52.79682879082311,51.8757952639621,50.90057319386544,,,,,,,,,,,,,,,,,50.180849865292195,49.67181035836373,49.17348187406462,48.68282800890973,48.14056504992535,47.50573527735351,46.80133999602696,46.052512558809475,45.32048040643151,44.359377020332865,44.236541907066254,43.99600519479908,43.74314053743828,43.50715600820138,43.258198584373645,43.043177996832476,42.93338435976954,42.88424460812487,42.73685928777722,42.500752662324814,42.27990213485062,42.11869009008547,42.03394738347711,41.99579981584087,42.00494170191012,42.15069206038672,42.42206986559523,42.743423473360224,42.971090764823025,43.086503493174185,43.06619918479391,42.81707132948643,42.528574668563756,,44.75170951359032,44.46100275837231,France,42.29678388587775,42.07323759822763,41.846209653450586,41.53099783495933,41.18578048577638,40.84719007874398,40.42845687979527,39.97438008777109,39.53448763892465,39.11421431586317,38.6925807300136,38.30082808176003,37.96679247949511,37.67865288853674,37.45791461504746,37.35834579882575,37.2320055348667,37.19871237795429,37.37985220487683,37.5652221305655,37.76151153358707,37.884993001653726,37.96154307683437,38.16611953107634,38.460375117883125,38.77288021544694,39.081838474465854,39.35492476990141,39.57268428616867,39.73868879420686,39.88232556923691,39.99502558458062,40.061837159422865,40.07998922444377,40.04124199110288,39.94480276697517,39.79608961772762,39.59192046666872,39.334079592281206,39.03691485567577,38.73447513815261,,,,,,
