indicatorname,year,country,code,time,variant,sex,age,estimate_method,estimatemethod,value
Currently married (Percent),2024,Turkmenistan,TKM,1991,Median,Female,15-49,2,Interpolation,64.35
Currently married (Percent),2024,Turkmenistan,TKM,1992,Median,Female,15-49,2,Interpolation,64.38
Currently married (Percent),2024,Turkmenistan,TKM,1993,Median,Female,15-49,2,Interpolation,64.42
Currently married (Percent),2024,Turkmenistan,TKM,1994,Median,Female,15-49,2,Interpolation,64.44
Currently married (Percent),2024,Turkmenistan,TKM,1995,Median,Female,15-49,2,Interpolation,64.42
Currently married (Percent),2024,Turkmenistan,TKM,1996,Median,Female,15-49,2,Interpolation,64.36
Currently married (Percent),2024,Turkmenistan,TKM,1997,Median,Female,15-49,2,Interpolation,64.21
Currently married (Percent),2024,Turkmenistan,TKM,1998,Median,Female,15-49,2,Interpolation,63.94
Currently married (Percent),2024,Turkmenistan,TKM,1999,Median,Female,15-49,2,Interpolation,63.6
Currently married (Percent),2024,Turkmenistan,TKM,2000,Median,Female,15-49,2,Interpolation,63.23
Currently married (Percent),2024,Turkmenistan,TKM,2001,Median,Female,15-49,2,Interpolation,62.86
Currently married (Percent),2024,Turkmenistan,TKM,2002,Median,Female,15-49,2,Interpolation,62.54
Currently married (Percent),2024,Turkmenistan,TKM,2003,Median,Female,15-49,2,Interpolation,62.33
Currently married (Percent),2024,Turkmenistan,TKM,2004,Median,Female,15-49,2,Interpolation,62.21
Currently married (Percent),2024,Turkmenistan,TKM,2005,Median,Female,15-49,2,Interpolation,62.15
Currently married (Percent),2024,Turkmenistan,TKM,2006,Median,Female,15-49,2,Interpolation,62.15
Currently married (Percent),2024,Turkmenistan,TKM,2007,Median,Female,15-49,2,Interpolation,62.16
Currently married (Percent),2024,Turkmenistan,TKM,2008,Median,Female,15-49,2,Interpolation,62.19
Currently married (Percent),2024,Turkmenistan,TKM,2009,Median,Female,15-49,2,Interpolation,62.22
Currently married (Percent),2024,Turkmenistan,TKM,2010,Median,Female,15-49,2,Interpolation,62.28
Currently married (Percent),2024,Turkmenistan,TKM,2011,Median,Female,15-49,2,Interpolation,62.37
Currently married (Percent),2024,Turkmenistan,TKM,2012,Median,Female,15-49,2,Interpolation,62.5
Currently married (Percent),2024,Turkmenistan,TKM,2013,Median,Female,15-49,2,Interpolation,62.69
Currently married (Percent),2024,Turkmenistan,TKM,2014,Median,Female,15-49,2,Interpolation,62.96
Currently married (Percent),2024,Turkmenistan,TKM,2015,Median,Female,15-49,2,Interpolation,63.29
Currently married (Percent),2024,Turkmenistan,TKM,2016,Median,Female,15-49,2,Interpolation,63.66
Currently married (Percent),2024,Turkmenistan,TKM,2017,Median,Female,15-49,2,Interpolation,64.09
Currently married (Percent),2024,Turkmenistan,TKM,2018,Median,Female,15-49,2,Interpolation,64.56
Currently married (Percent),2024,Turkmenistan,TKM,2019,Median,Female,15-49,2,Interpolation,65.05
Currently married (Percent),2024,Turkmenistan,TKM,2020,Median,Female,15-49,3,Projection,65.5
Currently married (Percent),2024,Turkmenistan,TKM,2021,Median,Female,15-49,3,Projection,65.86
Currently married (Percent),2024,Turkmenistan,TKM,2022,Median,Female,15-49,3,Projection,66.01
Currently married (Percent),2024,Turkmenistan,TKM,2023,Median,Female,15-49,3,Projection,65.88
Currently married (Percent),2024,Turkmenistan,TKM,2024,Median,Female,15-49,3,Projection,65.58
Currently married (Percent),2024,Turkmenistan,TKM,2025,Median,Female,15-49,3,Projection,65.14
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1970,Median,Female,15-49,2,Interpolation,54.98
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1971,Median,Female,15-49,2,Interpolation,54.51
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1972,Median,Female,15-49,2,Interpolation,54.14
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1973,Median,Female,15-49,2,Interpolation,53.87
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1974,Median,Female,15-49,2,Interpolation,53.74
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1975,Median,Female,15-49,2,Interpolation,53.64
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1976,Median,Female,15-49,2,Interpolation,53.44
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1977,Median,Female,15-49,2,Interpolation,53.34
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1978,Median,Female,15-49,2,Interpolation,53.3
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1979,Median,Female,15-49,2,Interpolation,53.13
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1980,Median,Female,15-49,2,Interpolation,53.02
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1981,Median,Female,15-49,2,Interpolation,53.16
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1982,Median,Female,15-49,2,Interpolation,53.37
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1983,Median,Female,15-49,2,Interpolation,53.58
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1984,Median,Female,15-49,2,Interpolation,53.84
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1985,Median,Female,15-49,2,Interpolation,54.16
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1986,Median,Female,15-49,2,Interpolation,54.52
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1987,Median,Female,15-49,2,Interpolation,54.91
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1988,Median,Female,15-49,2,Interpolation,55.29
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1989,Median,Female,15-49,2,Interpolation,55.67
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1990,Median,Female,15-49,2,Interpolation,55.95
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1991,Median,Female,15-49,2,Interpolation,56.05
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1992,Median,Female,15-49,2,Interpolation,56.16
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1993,Median,Female,15-49,2,Interpolation,56.37
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1994,Median,Female,15-49,2,Interpolation,56.66
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1995,Median,Female,15-49,2,Interpolation,56.99
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1996,Median,Female,15-49,2,Interpolation,57.33
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1997,Median,Female,15-49,2,Interpolation,57.65
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1998,Median,Female,15-49,2,Interpolation,57.94
Currently married (Percent),2024,Turks and Caicos Islands,TCA,1999,Median,Female,15-49,2,Interpolation,58.22
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2000,Median,Female,15-49,2,Interpolation,58.5
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2001,Median,Female,15-49,2,Interpolation,58.73
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2002,Median,Female,15-49,2,Interpolation,58.79
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2003,Median,Female,15-49,2,Interpolation,58.79
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2004,Median,Female,15-49,2,Interpolation,58.88
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2005,Median,Female,15-49,2,Interpolation,59.04
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2006,Median,Female,15-49,2,Interpolation,59.22
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2007,Median,Female,15-49,2,Interpolation,59.43
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2008,Median,Female,15-49,2,Interpolation,59.59
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2009,Median,Female,15-49,2,Interpolation,59.63
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2010,Median,Female,15-49,2,Interpolation,59.54
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2011,Median,Female,15-49,2,Interpolation,59.36
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2012,Median,Female,15-49,2,Interpolation,59.13
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2013,Median,Female,15-49,2,Interpolation,58.98
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2014,Median,Female,15-49,2,Interpolation,58.93
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2015,Median,Female,15-49,2,Interpolation,58.94
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2016,Median,Female,15-49,2,Interpolation,59.0
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2017,Median,Female,15-49,2,Interpolation,59.07
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2018,Median,Female,15-49,2,Interpolation,59.14
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2019,Median,Female,15-49,2,Interpolation,59.24
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2020,Median,Female,15-49,2,Interpolation,59.34
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2021,Median,Female,15-49,3,Projection,59.33
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2022,Median,Female,15-49,3,Projection,59.28
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2023,Median,Female,15-49,3,Projection,59.18
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2024,Median,Female,15-49,3,Projection,59.06
Currently married (Percent),2024,Turks and Caicos Islands,TCA,2025,Median,Female,15-49,3,Projection,58.98
Currently married (Percent),2024,Tuvalu,TUV,1970,Median,Female,15-49,2,Interpolation,62.75
Currently married (Percent),2024,Tuvalu,TUV,1971,Median,Female,15-49,2,Interpolation,62.68
Currently married (Percent),2024,Tuvalu,TUV,1972,Median,Female,15-49,2,Interpolation,62.71
Currently married (Percent),2024,Tuvalu,TUV,1973,Median,Female,15-49,2,Interpolation,62.78
Currently married (Percent),2024,Tuvalu,TUV,1974,Median,Female,15-49,2,Interpolation,62.51
Currently married (Percent),2024,Tuvalu,TUV,1975,Median,Female,15-49,2,Interpolation,61.95
Currently married (Percent),2024,Tuvalu,TUV,1976,Median,Female,15-49,2,Interpolation,61.43
Currently married (Percent),2024,Tuvalu,TUV,1977,Median,Female,15-49,2,Interpolation,61.0
Currently married (Percent),2024,Tuvalu,TUV,1978,Median,Female,15-49,2,Interpolation,60.65
Currently married (Percent),2024,Tuvalu,TUV,1979,Median,Female,15-49,2,Interpolation,60.54
Currently married (Percent),2024,Tuvalu,TUV,1980,Median,Female,15-49,2,Interpolation,60.8
Currently married (Percent),2024,Tuvalu,TUV,1981,Median,Female,15-49,2,Interpolation,61.46
Currently married (Percent),2024,Tuvalu,TUV,1982,Median,Female,15-49,2,Interpolation,62.42
Currently married (Percent),2024,Tuvalu,TUV,1983,Median,Female,15-49,2,Interpolation,63.55
Currently married (Percent),2024,Tuvalu,TUV,1984,Median,Female,15-49,2,Interpolation,64.85
Currently married (Percent),2024,Tuvalu,TUV,1985,Median,Female,15-49,2,Interpolation,66.1
Currently married (Percent),2024,Tuvalu,TUV,1986,Median,Female,15-49,2,Interpolation,67.26
Currently married (Percent),2024,Tuvalu,TUV,1987,Median,Female,15-49,2,Interpolation,68.44
Currently married (Percent),2024,Tuvalu,TUV,1988,Median,Female,15-49,2,Interpolation,69.58
Currently married (Percent),2024,Tuvalu,TUV,1989,Median,Female,15-49,2,Interpolation,70.55
Currently married (Percent),2024,Tuvalu,TUV,1990,Median,Female,15-49,2,Interpolation,71.36
Currently married (Percent),2024,Tuvalu,TUV,1991,Median,Female,15-49,2,Interpolation,71.94
Currently married (Percent),2024,Tuvalu,TUV,1992,Median,Female,15-49,2,Interpolation,72.18
Currently married (Percent),2024,Tuvalu,TUV,1993,Median,Female,15-49,2,Interpolation,72.17
Currently married (Percent),2024,Tuvalu,TUV,1994,Median,Female,15-49,2,Interpolation,71.84
Currently married (Percent),2024,Tuvalu,TUV,1995,Median,Female,15-49,2,Interpolation,71.35
Currently married (Percent),2024,Tuvalu,TUV,1996,Median,Female,15-49,2,Interpolation,70.87
Currently married (Percent),2024,Tuvalu,TUV,1997,Median,Female,15-49,2,Interpolation,70.43
Currently married (Percent),2024,Tuvalu,TUV,1998,Median,Female,15-49,2,Interpolation,70.11
Currently married (Percent),2024,Tuvalu,TUV,1999,Median,Female,15-49,2,Interpolation,69.99
Currently married (Percent),2024,Tuvalu,TUV,2000,Median,Female,15-49,2,Interpolation,69.94
Currently married (Percent),2024,Tuvalu,TUV,2001,Median,Female,15-49,2,Interpolation,69.91
Currently married (Percent),2024,Tuvalu,TUV,2002,Median,Female,15-49,2,Interpolation,69.76
Currently married (Percent),2024,Tuvalu,TUV,2003,Median,Female,15-49,2,Interpolation,69.35
Currently married (Percent),2024,Tuvalu,TUV,2004,Median,Female,15-49,2,Interpolation,68.73
Currently married (Percent),2024,Tuvalu,TUV,2005,Median,Female,15-49,2,Interpolation,67.98
Currently married (Percent),2024,Tuvalu,TUV,2006,Median,Female,15-49,2,Interpolation,67.28
Currently married (Percent),2024,Tuvalu,TUV,2007,Median,Female,15-49,2,Interpolation,66.55
Currently married (Percent),2024,Tuvalu,TUV,2008,Median,Female,15-49,2,Interpolation,65.76
Currently married (Percent),2024,Tuvalu,TUV,2009,Median,Female,15-49,2,Interpolation,65.05
Currently married (Percent),2024,Tuvalu,TUV,2010,Median,Female,15-49,2,Interpolation,64.47
Currently married (Percent),2024,Tuvalu,TUV,2011,Median,Female,15-49,2,Interpolation,63.98
Currently married (Percent),2024,Tuvalu,TUV,2012,Median,Female,15-49,2,Interpolation,63.62
Currently married (Percent),2024,Tuvalu,TUV,2013,Median,Female,15-49,2,Interpolation,63.41
Currently married (Percent),2024,Tuvalu,TUV,2014,Median,Female,15-49,2,Interpolation,63.39
Currently married (Percent),2024,Tuvalu,TUV,2015,Median,Female,15-49,2,Interpolation,63.57
Currently married (Percent),2024,Tuvalu,TUV,2016,Median,Female,15-49,2,Interpolation,63.84
Currently married (Percent),2024,Tuvalu,TUV,2017,Median,Female,15-49,2,Interpolation,64.13
Currently married (Percent),2024,Tuvalu,TUV,2018,Median,Female,15-49,2,Interpolation,64.33
Currently married (Percent),2024,Tuvalu,TUV,2019,Median,Female,15-49,2,Interpolation,64.36
Currently married (Percent),2024,Tuvalu,TUV,2020,Median,Female,15-49,2,Interpolation,64.23
Currently married (Percent),2024,Tuvalu,TUV,2021,Median,Female,15-49,3,Projection,63.97
Currently married (Percent),2024,Tuvalu,TUV,2022,Median,Female,15-49,3,Projection,64.01
Currently married (Percent),2024,Tuvalu,TUV,2023,Median,Female,15-49,3,Projection,64.2
Currently married (Percent),2024,Tuvalu,TUV,2024,Median,Female,15-49,3,Projection,64.01
Currently married (Percent),2024,Tuvalu,TUV,2025,Median,Female,15-49,3,Projection,63.61
Currently married (Percent),2024,Uganda,UGA,1970,Median,Female,15-49,2,Interpolation,66.79
Currently married (Percent),2024,Uganda,UGA,1971,Median,Female,15-49,2,Interpolation,66.73
Currently married (Percent),2024,Uganda,UGA,1972,Median,Female,15-49,2,Interpolation,66.67
Currently married (Percent),2024,Uganda,UGA,1973,Median,Female,15-49,2,Interpolation,66.61
Currently married (Percent),2024,Uganda,UGA,1974,Median,Female,15-49,2,Interpolation,66.59
Currently married (Percent),2024,Uganda,UGA,1975,Median,Female,15-49,2,Interpolation,66.6
Currently married (Percent),2024,Uganda,UGA,1976,Median,Female,15-49,2,Interpolation,66.62
Currently married (Percent),2024,Uganda,UGA,1977,Median,Female,15-49,2,Interpolation,66.65
Currently married (Percent),2024,Uganda,UGA,1978,Median,Female,15-49,2,Interpolation,66.68
Currently married (Percent),2024,Uganda,UGA,1979,Median,Female,15-49,2,Interpolation,66.7
Currently married (Percent),2024,Uganda,UGA,1980,Median,Female,15-49,2,Interpolation,66.68
Currently married (Percent),2024,Uganda,UGA,1981,Median,Female,15-49,2,Interpolation,66.64
Currently married (Percent),2024,Uganda,UGA,1982,Median,Female,15-49,2,Interpolation,66.61
Currently married (Percent),2024,Uganda,UGA,1983,Median,Female,15-49,2,Interpolation,66.58
Currently married (Percent),2024,Uganda,UGA,1984,Median,Female,15-49,2,Interpolation,66.57
Currently married (Percent),2024,Uganda,UGA,1985,Median,Female,15-49,2,Interpolation,66.57
Currently married (Percent),2024,Uganda,UGA,1986,Median,Female,15-49,2,Interpolation,66.58
Currently married (Percent),2024,Uganda,UGA,1987,Median,Female,15-49,2,Interpolation,66.61
Currently married (Percent),2024,Uganda,UGA,1988,Median,Female,15-49,2,Interpolation,66.67
Currently married (Percent),2024,Uganda,UGA,1989,Median,Female,15-49,2,Interpolation,66.49
Currently married (Percent),2024,Uganda,UGA,1990,Median,Female,15-49,2,Interpolation,66.33
Currently married (Percent),2024,Uganda,UGA,1991,Median,Female,15-49,2,Interpolation,66.18
Currently married (Percent),2024,Uganda,UGA,1992,Median,Female,15-49,2,Interpolation,66.06
Currently married (Percent),2024,Uganda,UGA,1993,Median,Female,15-49,2,Interpolation,65.95
Currently married (Percent),2024,Uganda,UGA,1994,Median,Female,15-49,2,Interpolation,65.81
Currently married (Percent),2024,Uganda,UGA,1995,Median,Female,15-49,2,Interpolation,65.61
Currently married (Percent),2024,Uganda,UGA,1996,Median,Female,15-49,2,Interpolation,65.39
Currently married (Percent),2024,Uganda,UGA,1997,Median,Female,15-49,2,Interpolation,65.14
